年	月	日	時	分	縣市	行政區	allLocation	GoogleLat	GoogleLng	死	2-30	受傷	當事人數	天候	道路照明設備	道路類別	道路型態	事故位置	路面狀況1	路面狀況2	路面狀況3	道路障礙1	道路障礙2	號誌1	號誌2	車道劃分-分向	車道劃分-分道1	車道劃分-分道2	車道劃分-分道3	事故類型及型態	行動電話	當事者行動狀態	駕駛資格情形	保護裝置	飲酒情形	駕駛執照種類	個人肇逃否	肇因碼-主要	性別	受傷程度	車輛撞擊部位1	車輛撞擊部位2
113	2	5	12	2	臺北市	信義區	信義區基隆路1段與基隆路1段147巷口口	25.0426232	121.5654946	0	0	1	2	8	6	5	3	2	1	5	4	5	13	4	4	1	4	5	2	12	1	7	1	6	11	10	2		1	2	14	
113	2	5	12	29	臺北市	文山區	文山區木柵路1段1號	24.98830146	121.5422765	0	0	1	2	7	6	5	14	9	2	5	4	5	13	4	4	5	5	5	2	17	4	9	1	5	2	9	1		2	3	17	
113	2	5	12	30	臺北市	中正區	中正區市民大道2段與林森北路口	25.0476874	121.5240555	0	0	1	2	8	6	5	4	1	1	5	4	5	13	1	1	10	5	5	2	16	1	6	1	7	2	8	1		1	3	5	
113	2	5	12	35	臺北市	中山區	中山區天津街與林森北路138巷口	25.0518348	121.5235471	0	0	1	2	7	7	5	3	1	1	5	4	5	13	4	4	9	4	5	2	14	4	2	1	3	1	8	1		1	3	3	
113	2	5	13	20	臺北市	南港區	南港區中坡北路94號	25.0479429	121.5803157	0	0	1	2	8	6	6	14	9	1	5	4	5	13	4	4	1	3	5	2	12	4	9	1	3	1	8	1		1	3	2	
113	2	5	13	32	臺北市	信義區	信義區吳興街260巷與吳興街260巷19弄口口	25.0263204	121.5633674	0	0	3	3	8	6	5	3	1	1	5	4	5	13	4	4	10	5	5	2	16	1	5	1	6	1	10	1		2	2	14	
113	2	5	13	35	臺北市	南港區	南港區松河街316號	25.0528739	121.5832601	0	0	1	2	8	5	8	22	22	1	5	4	5	13	4	4	5	5	5	2	16	4	5	1	3	1	8	1		1	3	1	
113	2	5	13	55	臺北市	大同區	大同區敦煌路與敦煌路21巷口	25.07644734	121.5157707	0	0	1	2	7	5	5	4	1	1	5	4	5	13	3	1	4	4	5	2	15	4	9	1	3	1	4	1		1	3	5	
113	2	5	14	5	臺北市	內湖區	內湖區民權東路6段180巷與民權東路6段180巷10弄口口	25.06792602	121.5926938	0	0	1	2	8	6	5	3	1	1	5	4	5	13	4	4	9	5	5	2	16	1	6	1	5	1	10	1		1	3	12	
113	2	5	15	30	臺北市	內湖區	內湖區行忠路與行愛路口口	25.0659523	121.5788322	0	0	1	2	8	6	5	4	1	1	5	4	5	13	2	1	1	4	5	2	16	1	5	1	7	1	8	1		1	3	1	
113	2	5	15	30	臺北市	南港區	南港區市民大道7段與東新街口	25.0497024	121.5838971	0	0	1	2	6	6	5	4	1	1	4	4	5	12	2	1	5	2	5	2	17	4	6	1	3	2	8	1		1	3	1	
113	2	5	15	36	臺北市	南港區	南港區南港路2段18號	25.0541506	121.6057556	0	0	2	2	7	6	5	14	8	1	5	4	5	13	4	4	5	5	4	2	3	5	16	8	4	10	20	1		1	2	16	
113	2	5	15	40	臺北市	信義區	信義區松仁路2號	25.0404852	121.5684388	0	0	1	2	8	7	5	4	1	1	5	4	5	13	4	4	1	4	5	2	17	1	9	1	6	1	10	1		2	2	11	
113	2	5	15	43	臺北市	北投區	北投區北投路1段與無名巷口	25.12525162	121.5008642	0	0	1	2	7	6	5	3	1	1	5	4	5	13	2	1	5	4	5	2	17	1	4	1	7	2	8	2		1	3	2	
113	2	5	15	55	臺北市	中山區	中山區民權東路3段與龍江路口	25.06242974	121.5408938	0	0	1	2	8	6	5	4	18	1	5	4	5	13	2	1	9	4	5	2	9	1	15	1	7	2	8	1		2	3	1	
113	2	5	16	2	臺北市	中山區	中山區中山北路2段62巷口側附近	25.0568171	121.5226936	0	0	1	3	7	6	5	14	9	1	5	4	5	13	4	4	5	4	1	2	12	4	10	1	3	1	2	1		1	3	6	
113	2	5	16	3	臺北市	士林區	士林區中山北路7段與中山北路7段38巷口	25.1202976	121.5311144	0	0	1	3	7	6	5	4	1	1	5	4	5	13	3	1	1	4	5	2	17	4	11	1	3	1	8	1		1	3	6	
113	2	5	16	10	臺北市	信義區	信義區和平東路3段435巷與和平東路3段435巷7弄口口	25.0194193	121.5586921	0	0	2	2	7	7	5	4	1	1	5	4	5	13	4	4	10	5	5	2	15	1	9	1	6	2	10	1		1	2	12	
113	2	5	16	10	臺北市	士林區	士林區通河西街2段9號	25.08817726	121.5118232	0	0	2	2	7	6	5	3	1	1	5	4	5	13	4	4	5	4	5	1	16	4	5	1	3	1	10	1		2	2	11	
113	2	5	16	20	臺北市	中正區	中正區重慶南路1段124號	25.03743676	121.5126063	0	0	1	2	7	6	5	14	9	1	5	4	5	13	4	4	5	4	5	2	12	1	9	1	2	2	4	1		1	3	2	
113	2	5	16	40	臺北市	士林區	士林區延平北路6段與社正路口	25.0879418	121.5088789	0	0	2	2	7	6	5	3	1	1	5	4	5	13	4	4	5	4	5	2	17	4	9	1	3	1	10	1		2	2	11	
113	2	5	16	52	臺北市	中正區	中正區林森北路與北平東路口	25.04635938	121.5238526	0	0	1	2	7	6	5	4	1	1	5	4	5	13	1	1	5	4	5	2	16	1	5	1	7	2	8	1		2	3	6	
113	2	5	17	5	臺北市	內湖區	內湖區民權東路6段與瑞光路口	25.06884276	121.5842403	0	0	2	2	7	6	5	4	1	1	5	4	5	13	1	1	5	4	5	2	12	1	9	1	5	1	10	1		2	2	14	
113	2	5	17	7	臺北市	松山區	松山區民生東路5段與三民路口口	25.05912785	121.5631284	0	0	1	2	7	7	5	18	9	1	5	4	5	13	2	1	1	4	4	2	16	1	6	1	7	2	8	1		2	3	2	
113	2	5	17	28	臺北市	中山區	中山區濱江街與濱江街口無名巷	25.0721157	121.54557	0	0	1	2	6	6	5	3	1	1	4	4	5	13	4	4	5	5	5	2	16	4	6	3	3	2	18	1		1	3	12	
113	2	5	17	30	臺北市	中山區	中山區市民大道2段95號	25.04629932	121.5303492	0	0	1	2	7	7	8	14	20	4	5	4	5	13	4	4	10	5	5	2	2	1	9	7	6	11	19	1		3	4	17	
113	2	5	17	30	臺北市	大安區	大安區和平東路2段155號	25.0252598	121.5413814	0	0	1	2	7	5	5	14	9	1	5	4	5	13	1	1	3	4	5	1	17	1	9	1	6	1	10	1		2	2	14	
113	2	5	17	30	臺北市	大安區	大安區羅斯福路4段與基隆路4段口	25.0111294	121.5373759	0	0	1	2	8	5	5	4	2	1	4	4	5	13	2	1	10	3	5	2	17	1	5	1	6	1	10	1		1	3	14	
113	2	5	17	42	臺北市	大安區	大安區新生南路3段與新生南路3段86巷口口	25.0187359	121.5335611	0	0	1	3	6	5	5	3	1	1	4	4	5	13	1	1	10	4	5	1	1	1	9	1	7	1	4	1		1	3	1	
113	2	5	17	54	臺北市	大同區	大同區塔城街10號	25.0492916	121.509887	0	0	1	2	6	5	5	14	9	1	4	4	5	13	4	4	5	4	5	2	17	4	15	1	3	1	10	1		1	3	14	
113	2	5	17	55	臺北市	大安區	大安區辛亥路3段與臥龍街188巷口	25.016204	121.5503323	0	0	1	2	6	5	5	14	9	1	4	4	5	13	4	4	9	4	5	1	13	4	9	1	6	1	10	1		1	2	11	
113	2	5	18	5	臺北市	中正區	中正區重慶南路3段與重慶南路3段174巷口	25.0230847	121.5167749	0	0	1	2	6	5	5	4	1	1	4	4	5	13	1	1	1	4	5	2	12	1	9	1	7	11	8	2		1	3	2	
113	2	5	18	7	臺北市	大安區	大安區光復南路420巷與光復南路口	25.0364071	121.5575157	0	0	1	2	6	5	5	5	18	1	4	4	5	13	1	1	3	4	5	2	3	4	9	1	7	1	8	1		2	3	8	
113	2	5	18	20	臺北市	中正區	中正區和平西路2段與泉州街口	25.0278159	121.5145212	0	0	1	2	6	6	5	5	1	1	4	4	5	13	2	1	3	4	5	2	12	1	9	1	7	1	8	1		1	3	2	
113	2	5	18	21	臺北市	文山區	文山區景後街與景後街105巷口口	24.9913113	121.5425204	0	0	3	4	6	5	5	4	18	1	4	4	5	13	4	4	9	5	5	2	3	1	9	1	6	1	10	1		1	3	11	
113	2	5	18	27	臺北市	萬華區	萬華區東園街14巷與東園街口	25.02772062	121.4956488	0	0	1	2	6	5	5	3	1	1	4	4	5	13	4	4	8	3	5	1	12	1	9	1	7	1	8	1		1	3	2	
113	2	5	18	41	臺北市	中正區	中正區羅斯福路4段60號	25.0150511	121.5338913	0	0	1	3	7	5	5	14	9	1	4	4	5	13	4	4	1	4	5	2	13	1	9	1	7	2	4	1		1	3	1	
113	2	5	18	45	臺北市	萬華區	萬華區華中橋往台北市下橋處	25.01871451	121.4970251	0	0	2	3	6	5	5	14	9	1	4	4	5	13	4	4	1	4	5	2	12	4	7	1	7	1	8	1		2	3	4	
113	2	5	18	59	臺北市	萬華區	萬華區萬大路346號與萬大路口	25.02356651	121.4997316	0	0	2	2	7	5	5	14	9	1	4	4	5	13	2	1	1	5	5	2	17	1	9	1	6	1	10	1		2	2	12	
113	2	5	19	1	臺北市	內湖區	內湖區成功交流道與成功交流道口西北角(往國道南下路口)	25.06570594	121.5903696	0	0	1	2	7	5	5	14	9	1	5	4	5	13	4	4	1	4	5	2	13	1	9	1	7	1	8	1		1	3	1	
113	2	5	19	2	臺北市	士林區	士林區社中街250巷21弄與通河西街2段108巷口	25.09225299	121.5077218	0	0	2	2	7	5	5	4	2	1	5	4	5	13	4	4	10	5	5	2	17	1	9	1	5	2	10	1		2	2	11	
113	2	5	19	5	臺北市	中山區	中山區民族東路與濱江街180巷口	25.0682963	121.5381083	0	0	1	2	7	5	5	4	1	1	4	4	5	13	1	1	1	4	4	2	16	4	5	1	3	1	8	1		1	3	5	
113	2	5	19	6	臺北市	中正區	中正區汀州路3段24巷與汀州路3段24巷5弄口	25.0171025	121.5278839	0	0	1	2	6	5	5	3	1	1	4	4	5	13	4	4	10	5	5	1	17	1	5	1	5	2	10	1		1	3	11	
113	2	5	19	10	臺北市	南港區	南港區松河街418號	25.057	121.591018	0	0	1	2	6	5	5	14	9	1	4	4	5	13	4	4	5	5	5	2	17	1	11	1	7	1	8	1		1	3	7	
113	2	5	19	10	臺北市	萬華區	萬華區堤外便道機車道059桿	25.04589423	121.5026508	0	0	3	3	7	5	7	14	11	1	5	4	5	13	4	4	1	4	5	2	13	1	12	1	6	1	10	1		2	2	13	11
113	2	5	19	17	臺北市	文山區	文山區羅斯福路6段94號前	24.9982336	121.5403547	0	0	1	2	7	5	5	14	9	1	4	4	5	13	4	4	1	4	5	2	13	1	9	1	5	2	10	1		2	2	11	
113	2	5	20	11	臺北市	中正區	中正區公園路與許昌街口口	25.0453619	121.5172085	0	0	1	2	7	5	5	4	1	1	5	4	5	13	3	1	9	4	5	1	16	1	6	1	6	2	10	1		2	2	12	
113	2	5	20	57	臺北市	信義區	信義區虎林街與虎林街70巷口	25.0443333	121.5774374	0	0	1	2	6	5	5	4	1	1	4	4	5	13	4	4	10	5	5	2	15	4	9	3	3	1	18	1		1	3	1	
113	2	5	21	40	臺北市	中山區	中山區吉林路407巷與德惠街170巷口	25.06606752	121.531812	0	0	1	2	8	5	5	4	1	1	5	4	5	13	4	4	10	5	5	2	16	1	6	1	7	9	8	1		1	3	7	
113	2	5	21	40	臺北市	文山區	文山區木柵路1段17巷1號旁	24.98854274	121.5431726	0	0	1	2	6	5	5	11	9	1	4	4	5	13	4	4	5	5	5	2	18	1	9	1	5	1	9	1		1	2	11	
113	2	5	21	50	臺北市	文山區	文山區景文街與景文街90巷口	24.9904267	121.5410881	0	0	1	2	8	5	5	3	1	1	5	4	5	13	4	4	10	5	5	2	16	1	5	1	7	2	8	1		2	3	8	
113	2	5	21	51	臺北市	文山區	文山區忠順街1段113號前	24.98417304	121.5596532	0	0	2	2	8	5	5	14	9	1	5	4	5	13	4	4	9	5	5	2	14	1	2	1	6	2	10	1		1	2	12	12
113	2	5	21	55	臺北市	南港區	南港區市民大道8段99號對面	25.051716	121.5969582	0	0	1	2	7	5	5	14	9	1	5	4	5	13	4	4	1	4	5	2	18	1	9	1	5	1	11	1		2	2	14	
113	2	5	22	26	臺北市	大安區	大安區建國南路2段276號	25.0252512	121.5373824	0	0	1	3	7	5	5	14	9	1	5	4	5	13	2	1	10	4	5	1	13	3	9	1	5	1	10	1		1	3	11	
113	2	5	22	44	臺北市	萬華區	萬華區華江橋機車道下橋	25.05134583	121.5092621	0	0	1	2	7	5	5	14	11	1	5	4	5	13	4	4	1	5	5	2	27	1	9	1	5	1	10	1		3	2	11	
113	2	5	22	44	臺北市	萬華區	萬華區西藏路與西藏路125巷口	25.02972924	121.5022294	0	0	1	2	7	5	5	3	1	1	5	4	5	13	2	1	1	4	5	2	3	4	5	1	7	1	4	1		2	3	4	
113	2	5	22	45	臺北市	松山區	松山區光復北路13號	25.04937127	121.5584592	0	0	1	2	8	5	8	22	22	1	5	4	5	13	4	4	7	5	5	2	18	1	9	1	5	1	10	1		2	2	12	
113	2	5	23	35	臺北市	士林區	士林區中山北路4段與通河街口	25.0797063	121.5244138	0	0	3	4	7	5	5	3	2	1	5	4	5	13	1	1	3	4	5	2	9	1	9	1	7	2	4	1		1	2	8	
113	2	6	0	34	臺北市	萬華區	萬華區康定路與大理街口	25.03452057	121.5011296	0	0	1	2	8	5	5	4	1	1	5	4	5	13	2	1	5	5	5	2	16	1	7	1	6	1	10	1		1	2	14	
113	2	6	1	4	臺北市	士林區	士林區通河街與通河街1巷口	25.0799162	121.5237317	0	0	1	2	8	5	5	4	2	1	5	4	5	13	3	1	5	5	5	1	17	1	5	1	6	1	10	1		2	2	14	
113	2	6	1	26	臺北市	大同區	大同區民生西路與寧夏路口	25.05704541	121.5155674	0	0	1	2	7	6	5	4	2	1	5	4	5	13	2	1	6	3	5	1	16	1	11	1	7	2	8	1		1	3	2	
113	2	6	3	50	臺北市	大安區	大安區羅斯福路3段189號	25.0210284	121.5279569	0	0	2	3	8	5	5	14	9	1	5	4	5	13	1	1	3	4	5	2	13	4	9	1	7	2	8	1		1	3	1	
113	2	6	4	52	臺北市	萬華區	萬華區萬大路497號	25.01999886	121.4977625	0	0	1	2	8	5	5	14	9	1	5	4	5	13	1	1	1	4	5	2	12	4	9	1	7	2	8	1		1	3	6	
113	2	6	5	9	臺北市	萬華區	萬華區西園路2段372巷66號	25.0265308	121.4899607	0	0	1	5	8	5	5	14	9	1	5	4	5	13	4	4	10	3	5	2	13	4	9	1	5	9	10	2		1	2	11	
113	2	6	5	10	臺北市	松山區	松山區松河街240號	25.0517535	121.5783948	0	0	2	2	7	5	5	14	9	1	5	4	5	13	4	4	8	3	5	2	3	1	9	1	5	2	10	1		1	2	11	
113	2	6	6	10	臺北市	萬華區	萬華區青年路68巷與青年路口	25.02760379	121.4946181	0	0	1	2	7	5	5	3	1	1	5	4	5	13	1	1	8	3	5	2	2	4	5	1	3	1	8	1		1	3	1	
113	2	6	6	24	臺北市	萬華區	萬華區萬大路往南接水源快速道路匝道	25.01616138	121.496691	0	0	1	5	7	5	9	14	16	1	5	4	5	13	4	4	10	5	5	1	9	4	9	1	3	1	8	1		1	3	5	
113	2	6	7	50	臺北市	士林區	士林區中正路628號	25.0866453	121.5084661	0	0	1	2	8	6	5	14	9	1	5	4	5	13	2	1	10	5	5	1	13	1	9	1	7	2	8	1		1	3	1	
113	2	6	7	55	臺北市	士林區	士林區中山北路6段776巷與中山北路6段口	25.1165831	121.5287707	0	0	1	2	8	6	5	3	2	1	5	4	5	13	1	1	1	4	5	1	12	4	1	1	3	2	8	1		2	3	8	
113	2	6	8	0	臺北市	中山區	中山區民族東路194號	25.06822082	121.5308433	0	0	1	2	8	7	5	14	9	1	5	4	5	13	4	4	3	4	5	2	18	1	9	1	6	1	10	1		1	2	14	
113	2	6	8	5	臺北市	大安區	大安區和平東路1段與和平東路1段248巷口	25.0261671	121.5328563	0	0	2	3	8	7	5	3	1	1	5	4	5	13	4	4	7	3	5	2	12	1	9	1	7	2	8	1		1	3	1	
113	2	6	8	25	臺北市	中正區	中正區杭州南路2段與金華街口口	25.03089154	121.5222227	0	0	1	2	8	6	5	4	2	1	5	4	5	13	1	1	5	5	5	1	17	4	21	7	3	11	19	2		1	4	15	
113	2	6	8	26	臺北市	大同區	大同區赤峰街與赤峰街41巷口	25.0548874	121.5196168	0	0	2	2	7	6	5	5	1	1	5	4	5	13	4	4	10	5	5	2	15	1	9	1	6	1	10	1		1	2	11	
113	2	6	8	30	臺北市	文山區	文山區信義快速道路文山隧道南往北	25.01078905	121.5817327	0	0	1	2	8	5	5	6	7	1	5	4	5	13	4	4	7	2	5	1	13	1	9	1	7	1	8	1		1	3	1	
113	2	6	8	33	臺北市	中山區	中山區松江路133巷與南京東路2段115巷口	25.0543573	121.5336403	0	0	1	2	8	6	5	4	1	1	5	4	5	13	4	4	10	5	5	2	15	4	9	1	3	2	4	1		1	3	4	
113	2	6	8	46	臺北市	大安區	大安區東豐街28號	25.036003	121.545449	0	0	1	2	8	7	5	14	8	1	5	4	5	13	4	4	9	4	4	2	12	4	6	1	3	1	10	1		1	3	12	
113	2	6	9	1	臺北市	中正區	中正區汀州路3段208號	25.0121035	121.535495	0	0	2	2	7	6	5	14	9	1	5	4	5	13	4	4	8	4	5	1	16	1	5	1	6	2	10	1		1	2	12	
113	2	6	9	15	臺北市	士林區	士林區仰德大道2段與永公路口	25.1134657	121.550265	0	0	1	2	7	7	5	3	1	1	5	4	5	13	2	2	5	5	5	1	17	1	9	1	5	1	8	1		1	2	11	
113	2	6	9	17	臺北市	北投區	北投區西安街1段281巷4號	25.1118905	121.5166979	0	0	1	2	8	7	5	14	9	1	5	4	6	13	4	4	10	5	5	2	9	1	15	1	7	9	8	2		1	3	4	
113	2	6	9	24	臺北市	文山區	文山區景後街與景後街149巷口	24.9902569	121.541906	0	0	1	2	8	6	5	3	1	1	5	4	5	13	4	4	9	5	5	2	17	1	8	1	7	1	8	1		1	3	17	
113	2	6	9	35	臺北市	士林區	士林區社中街80號前	25.0887278	121.5106083	0	0	1	2	8	6	5	14	9	1	5	4	5	13	4	4	4	5	5	1	2	5	16	8	4	10	20	1		1	2	16	
113	2	6	9	38	臺北市	內湖區	內湖區潭美街與安美街175巷口	25.06079747	121.6008492	0	0	2	3	7	7	5	4	2	1	5	4	5	13	4	4	5	5	5	2	16	1	6	1	7	1	4	1		1	3	6	
113	2	6	10	4	臺北市	文山區	文山區新光路2段與無名巷口	24.99783842	121.5788523	0	0	1	2	7	6	5	4	2	2	5	4	5	13	4	4	5	4	5	2	17	4	6	1	3	1	8	1		1	3	6	
113	2	6	10	42	臺北市	萬華區	萬華區堤外便道進華中橋水門往北機車練習場旁	25.019905	121.4922955	0	0	2	3	8	5	5	14	9	1	5	4	5	13	4	4	10	5	5	2	11	4	9	1	7	2	8	1		2	2	8	
113	2	6	11	7	臺北市	大安區	大安區復興南路2段210巷與和平東路2段210巷口	25.0265017	121.5427428	0	0	2	2	8	7	5	4	1	1	5	4	5	13	4	4	10	5	5	2	17	1	5	1	6	1	10	1		1	2	14	
113	2	6	11	8	臺北市	士林區	士林區福林路與福林路254巷口口	25.0979126	121.5344878	0	0	1	3	7	6	5	4	1	1	5	4	5	13	2	1	5	4	5	1	16	1	6	1	7	1	4	1		1	3	5	
113	2	6	11	40	臺北市	大安區	大安區基隆路4段與羅斯福路4段口	25.0115937	121.5374545	0	0	2	2	8	6	5	4	2	1	5	4	5	13	1	1	1	5	5	2	13	1	3	1	6	1	10	1		2	2	11	
113	2	6	12	0	臺北市	中正區	中正區忠孝西路1段與重慶北路1段口	25.0474029	121.5134572	0	0	1	3	8	6	5	5	1	1	5	4	5	13	1	1	1	4	5	2	9	1	15	1	7	9	2	1		1	3	15	
113	2	6	12	20	臺北市	中正區	中正區和平西路2段98巷與三元街口口	25.0283527	121.5107169	0	0	1	2	7	6	5	3	1	1	5	4	5	13	4	4	1	4	4	2	15	1	9	1	5	1	9	1		1	2	11	
113	2	6	12	42	臺北市	內湖區	內湖區港墘路與港華街口	25.08224163	121.5781179	0	0	1	2	8	6	5	4	2	1	5	4	5	13	1	1	1	4	5	2	17	1	9	1	6	1	10	1		1	2	11	
113	2	6	12	47	臺北市	松山區	松山區塔悠路與民權東路5段口	25.06343981	121.5683514	0	0	1	3	8	5	5	4	1	1	5	4	1	13	2	1	1	4	5	2	13	1	9	1	6	1	10	1		2	2	12	
113	2	6	13	0	臺北市	文山區	文山區忠順街2段與忠順街2段57巷口	24.9849029	121.5642598	0	0	2	2	7	5	5	3	1	1	5	4	5	13	4	4	5	5	5	2	16	1	5	8	4	2	20	1		1	2	13	
113	2	6	13	10	臺北市	大同區	大同區萬全街3巷1號	25.05893668	121.5201344	0	0	1	2	8	6	5	14	9	1	5	4	5	13	4	4	9	5	5	2	16	1	6	1	7	2	8	1		1	3	5	
113	2	6	13	25	臺北市	中正區	中正區中山南路與信義路1段口	25.03868	121.5179863	0	0	1	2	7	6	5	5	1	1	5	4	5	13	1	1	1	4	5	2	16	1	5	1	6	2	10	1		1	2	14	
113	2	6	13	31	臺北市	中山區	中山區龍江路356巷81號	25.0660452	121.5377236	0	0	2	2	7	6	5	14	9	1	5	4	3	13	4	4	9	5	5	2	16	1	1	1	6	1	11	1		2	2	11	
113	2	6	13	33	臺北市	北投區	北投區明德路與西安街1段口	25.1091403	121.5190943	0	0	1	2	8	6	5	4	2	1	5	4	5	13	1	1	10	5	5	2	13	1	15	1	7	1	8	1		1	3	8	
113	2	6	13	34	臺北市	文山區	文山區興隆路3段與興德路口	25.00069347	121.5551861	0	0	2	3	8	6	5	3	2	1	5	4	5	13	3	1	1	4	5	2	17	1	11	1	6	1	10	1		1	2	12	
113	2	6	14	9	臺北市	內湖區	內湖區環山路3段與港墘路口	25.0840241	121.5782315	0	0	1	2	7	6	5	3	1	1	5	4	5	13	2	1	9	4	5	2	16	1	5	3	5	2	18	1		2	2	14	
113	2	6	14	17	臺北市	萬華區	萬華區桂林路242巷與桂林路口水門口	25.03883088	121.4960519	0	0	1	2	8	5	5	5	1	1	5	4	5	13	2	1	5	5	5	2	16	4	8	1	7	2	8	1		1	3	17	
113	2	6	14	19	臺北市	內湖區	內湖區行忠路與行善路口	25.0663199	121.5856837	1	0	0	2	8	5	5	4	1	1	5	4	5	13	1	1	2	3	5	1	16	4	5	1	3	2	8	1		1	3	1	
113	2	6	14	41	臺北市	文山區	文山區羅斯福路6段與羅斯福路6段92巷口	24.9983543	121.5403555	0	0	1	2	7	6	5	3	1	1	4	4	5	13	4	4	1	4	5	2	17	1	9	1	6	2	10	1		1	2	11	
113	2	6	15	15	臺北市	內湖區	內湖區堤外便道東向西no.616燈桿	25.06528413	121.613126	1	0	0	2	7	6	5	14	9	1	5	4	5	13	4	4	9	4	5	2	20	1	9	1	6	9	10	1		1	1	11	
113	2	6	15	27	臺北市	萬華區	萬華區中華路2段150巷與中華路2段口	25.0305134	121.5040771	0	0	1	2	8	6	5	4	1	1	5	4	5	13	4	4	8	3	5	1	12	1	9	1	7	1	2	1		1	3	2	
113	2	6	15	37	臺北市	北投區	北投區西安街2段213號前	25.1199901	121.5096855	0	0	2	3	8	6	5	14	9	1	5	4	5	13	4	4	9	4	5	2	18	1	10	1	5	1	10	1		2	2	14	
113	2	6	15	53	臺北市	北投區	北投區大度路與怡和巷口	25.1215688	121.4958195	1	0	1	2	8	6	5	3	1	1	5	4	5	13	4	4	1	4	1	1	16	1	6	1	7	2	8	1		1	2	6	
113	2	6	16	0	臺北市	內湖區	內湖區康樂街61巷與康樂街口	25.06842925	121.6183647	0	0	2	3	7	5	5	4	1	1	5	4	5	13	2	1	5	5	5	2	16	1	5	1	5	1	10	1		1	3	12	
113	2	6	16	25	臺北市	中正區	中正區信義路2段79巷12弄2號旁	25.0349455	121.5267595	0	0	1	2	8	5	8	22	22	2	5	4	5	13	4	4	10	5	5	2	9	1	15	1	6	11	10	1		2	3	13	
113	2	6	16	27	臺北市	中正區	中正區仁愛路2段43號	25.0383638	121.5289878	0	0	1	2	7	6	5	14	9	1	4	4	5	13	4	4	1	4	5	2	13	1	8	1	7	2	4	1		1	3	5	
113	2	6	16	30	臺北市	士林區	士林區中山北路5段829巷與中山北路5段口口	25.1017739	121.5257774	0	0	1	2	7	7	5	3	1	1	5	4	5	13	4	4	10	4	5	1	17	1	6	1	7	2	8	1		1	3	2	
113	2	6	17	4	臺北市	北投區	北投區立賢路073號燈桿	25.11404	121.501801	0	0	2	3	7	7	5	14	6	1	4	4	5	13	4	4	1	4	5	2	13	1	9	1	5	2	10	1		1	2	11	
113	2	6	17	26	臺北市	內湖區	內湖區港華街73號	25.08309037	121.5748961	0	0	1	2	7	6	5	14	9	1	5	4	5	13	4	4	5	5	5	2	17	1	14	1	7	1	8	1		1	3	4	
113	2	6	17	28	臺北市	內湖區	內湖區內湖路1段與內湖路1段629巷口	25.08041493	121.5744845	0	0	1	2	7	5	5	3	2	1	5	4	5	13	1	1	1	3	5	2	12	1	8	1	7	1	8	1		1	3	6	
113	2	6	17	40	臺北市	士林區	士林區福華路167號	25.10419754	121.5220694	0	0	1	2	7	5	5	14	9	1	5	4	5	13	4	4	10	4	5	1	9	5	18	8	4	10	20	1		2	2	16	
113	2	6	18	6	臺北市	北投區	北投區北投路2段北投捷運站前	25.132057	121.4980423	0	0	1	2	8	5	5	14	9	1	5	4	5	13	1	1	5	4	5	2	16	4	11	1	3	2	4	1		1	3	8	
113	2	6	18	10	臺北市	松山區	松山區復興北路與復興北路427巷口	25.063357	121.5443284	0	0	1	2	8	5	5	4	1	1	5	4	5	13	4	4	1	4	5	2	11	1	15	1	5	1	10	1		2	2	11	
113	2	6	18	25	臺北市	中山區	中山區民族東路206號對面	25.06833331	121.5311479	0	0	3	4	7	5	5	14	9	1	5	4	5	13	4	4	1	4	5	2	13	1	9	1	6	1	10	1		1	2	11	
113	2	6	18	30	臺北市	松山區	松山區民權大橋西往東第751045號燈桿處	25.0633219	121.5667436	0	0	2	2	7	5	5	14	8	1	5	4	5	13	4	4	2	2	4	1	13	1	9	1	6	2	10	1		1	2	11	
113	2	6	18	50	臺北市	文山區	文山區萬芳路與木柵路4段33巷口	24.9952909	121.5710016	0	0	3	3	7	5	5	3	1	1	5	4	5	13	4	4	10	5	5	2	16	1	5	1	5	1	10	1		1	2	14	
113	2	6	19	2	臺北市	松山區	松山區光復北路與光復北路11巷口口	25.0493247	121.5579269	0	0	1	2	8	5	5	4	2	1	5	4	5	13	1	1	1	3	5	2	13	1	6	1	5	2	10	1		2	2	11	
113	2	6	19	42	臺北市	南港區	南港區忠孝東路7段與向陽路口	25.0507671	121.595852	0	0	3	3	7	5	5	5	19	1	4	4	5	13	2	1	1	4	4	2	3	5	18	8	4	10	20	1		2	2	16	
113	2	6	21	0	臺北市	信義區	信義區永吉路48號	25.0456239	121.569227	0	0	1	2	6	5	5	14	9	1	4	4	5	13	4	4	1	4	1	2	13	1	9	1	7	1	8	1		1	3	1	
113	2	6	21	5	臺北市	士林區	士林區至善路2段與至善路2段25巷口	25.0975234	121.5445546	0	0	1	3	7	5	5	3	1	1	5	4	5	13	1	1	1	4	4	2	17	4	15	1	3	2	8	1		2	3	17	
113	2	6	21	15	臺北市	大安區	大安區金山南路2段與愛國東路口	25.0317274	121.5267856	0	0	1	3	8	5	5	5	1	1	5	4	5	13	1	1	3	4	5	2	12	4	9	1	5	2	10	1		2	2	14	
113	2	6	21	33	臺北市	中山區	中山區中原街108號	25.06080971	121.5289371	0	0	1	2	7	5	5	14	9	1	5	3	5	13	4	4	5	4	5	2	3	5	18	8	4	10	20	1		1	2	16	
