年	月	日	時	分	縣市	行政區	allLocation	GoogleLat	GoogleLng	死	2-30	受傷	當事人數	天候	道路照明設備	道路類別	道路型態	事故位置	路面狀況1	路面狀況2	路面狀況3	道路障礙1	道路障礙2	號誌1	號誌2	車道劃分-分向	車道劃分-分道1	車道劃分-分道2	車道劃分-分道3	事故類型及型態	行動電話	當事者行動狀態	駕駛資格情形	保護裝置	飲酒情形	駕駛執照種類	個人肇逃否	肇因碼-主要	性別	受傷程度	車輛撞擊部位1	車輛撞擊部位2
113	1	1	0	22	臺北市	信義區	信義區基隆路1段147巷5弄11號	25.0430901	121.5664082	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	8	3	5	2	2	4	9	1	3	1	10	1		1	3	11	
113	1	1	0	36	臺北市	中正區	中正區信義路2段與信義路2段181巷口	25.0339234	121.529308	0	0	1	2	8	5	5	3	1	1	5	4	5	13	4	4	1	4	5	2	16	1	5	1	7	2	8	1		1	3	8	
113	1	1	0	45	臺北市	松山區	松山區八德路4段389巷與南京東路5段250巷18弄口	25.05019877	121.5683191	0	0	1	2	7	5	5	3	2	1	5	4	5	13	4	4	10	5	5	2	9	5	16	8	4	10	20	1		1	2	16	
113	1	1	2	10	臺北市	松山區	松山區光復南路71號	25.0453435	121.5578666	0	0	1	2	7	5	5	4	18	1	5	4	5	13	2	1	1	3	4	1	1	1	9	1	5	1	10	1		1	3	11	
113	1	1	2	27	臺北市	大安區	大安區復興南路2段362號	25.0218279	121.5433387	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	1	5	5	1	3	5	16	8	4	10	20	1		1	2	16	
113	1	1	2	50	臺北市	松山區	松山區塔悠路(撫遠街423號對面)	25.06766237	121.5682514	0	0	3	3	7	5	5	14	8	1	5	4	5	13	4	4	1	4	4	2	9	1	9	1	6	2	10	1		1	2	11	
113	1	1	3	45	臺北市	中山區	中山區中山北路1段21號	25.04863582	121.5211745	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	9	4	5	2	17	1	9	1	5	1	10	1		1	2	11	
113	1	1	5	3	臺北市	中正區	中正區羅斯福路4段與基隆路4段口	25.011445	121.5368368	0	0	2	3	8	5	5	4	1	1	5	4	5	13	1	1	1	4	5	2	16	1	6	1	7	2	4	1		1	3	6	
113	1	1	7	12	臺北市	大同區	大同區延平北路2段144巷與延平北路2段口	25.0576205	121.511493	0	0	1	6	8	5	5	4	1	1	5	4	5	13	4	4	5	4	5	2	16	1	9	1	7	2	8	1		1	3	1	
113	1	1	8	20	臺北市	士林區	士林區仰德大道1段與至誠路1段口	25.10092604	121.5376261	0	0	5	5	7	6	5	5	2	1	5	4	5	13	2	1	5	4	5	2	17	1	9	1	6	1	10	1		1	2	11	
113	1	1	9	58	臺北市	中山區	中山區民權東路2段35號	25.0627875	121.5295245	0	0	1	3	8	5	5	14	9	1	5	4	5	13	4	4	1	4	5	2	13	4	9	1	3	9	10	1		2	2	11	
113	1	1	10	4	臺北市	中山區	中山區南京東路1段與天津街口	25.05208094	121.5235373	0	0	1	3	8	6	5	3	2	1	5	4	5	13	4	4	3	5	5	2	13	1	9	1	5	1	10	1		1	3	11	14
113	1	1	10	31	臺北市	北投區	北投區泉源路與行義路口	25.14401946	121.5267645	0	0	1	3	7	7	5	4	2	1	5	4	5	13	1	1	4	5	5	2	17	1	6	1	5	1	10	1		2	2	15	
113	1	1	10	42	臺北市	文山區	文山區木柵路4段與和平東路4段口	24.9981882	121.574673	0	0	1	3	8	7	5	3	1	1	5	4	5	13	1	1	5	4	5	2	15	1	9	1	5	1	10	1		1	3	11	
113	1	1	11	22	臺北市	松山區	松山區民權東路5段1號與民權東路5段口旁無名巷	25.0631636	121.5648174	0	0	2	2	7	6	5	3	1	1	5	4	5	13	2	1	1	4	5	2	15	1	9	3	5	1	18	1		2	2	14	
113	1	1	11	43	臺北市	萬華區	萬華區環河南路1段與漢口街2段口	25.04674654	121.5039224	0	0	1	3	7	6	5	3	2	1	5	4	5	13	4	4	5	4	5	1	17	4	9	1	3	1	10	1		1	2	14	
113	1	1	11	43	臺北市	萬華區	萬華區萬大路與東園街口	25.0217013	121.4985552	0	0	1	2	8	7	5	4	2	1	5	4	5	13	1	1	9	5	5	1	12	1	9	1	5	1	10	1		1	3	14	
113	1	1	11	50	臺北市	萬華區	萬華區大埔街與大埔街7巷口口	25.03307859	121.5041751	0	0	4	5	8	5	5	4	1	1	5	4	3	10	4	4	10	5	5	2	17	4	6	1	3	2	10	1		2	2	11	
113	1	1	11	54	臺北市	大安區	大安區大安路1段與市民大道4段口口	25.0450162	121.5461471	0	0	2	3	8	6	5	4	1	1	5	4	5	13	2	1	10	4	5	2	12	1	1	1	5	1	10	1		2	2	12	
113	1	1	12	25	臺北市	北投區	北投區明德路與明德路337巷口	25.116778	121.5203406	0	0	1	2	8	6	5	11	9	1	5	4	5	13	4	4	5	2	5	2	12	1	4	1	5	1	10	1		2	3	12	
113	1	1	13	22	臺北市	南港區	南港區經貿一路與經貿二路157巷口	25.0610358	121.6187442	0	0	2	3	7	7	5	3	2	1	5	4	5	13	2	1	1	2	5	2	12	1	6	1	7	1	8	1		1	3	5	
113	1	1	13	45	臺北市	文山區	文山區景華街與景興路85巷口	24.9951919	121.5452336	0	0	1	2	8	6	5	4	2	1	5	4	5	13	4	4	10	5	5	2	17	1	5	1	7	1	8	1		2	3	8	
113	1	1	13	57	臺北市	信義區	信義區松仁路與松勤街口	25.0318792	121.5683994	0	0	2	3	8	5	5	4	1	1	5	4	5	13	1	1	9	4	5	2	16	1	5	1	7	2	14	1		2	3	2	
113	1	1	13	58	臺北市	中正區	中正區汀州路3段與基隆路4段口	25.0110187	121.5362299	0	0	2	2	8	7	5	4	1	1	5	4	5	13	1	1	5	5	5	2	17	1	5	1	5	2	10	1		1	2	11	
113	1	1	14	21	臺北市	中山區	中山區林森北路477號	25.0609005	121.5256073	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	9	5	5	2	16	4	9	3	3	2	18	1		2	2	14	
113	1	1	14	30	臺北市	中山區	中山區松江路228號	25.0586897	121.5329898	0	0	1	2	7	7	5	14	9	1	5	4	5	13	4	4	1	4	5	2	12	1	4	1	7	1	8	1		1	3	2	
113	1	1	14	42	臺北市	士林區	士林區至善路3段336巷49-1號	25.1330238	121.5940738	0	0	2	3	8	6	5	11	9	1	5	4	5	13	4	4	10	5	5	1	18	1	10	1	6	2	9	1		1	2	14	
113	1	1	15	31	臺北市	大同區	大同區環河北路1段與南京西路口	25.0536646	121.5075289	0	0	1	2	8	7	5	5	1	1	5	4	5	13	2	1	10	4	5	2	16	4	6	1	3	1	8	1		2	3	5	
113	1	1	15	35	臺北市	北投區	北投區中央北路2段與中央北路2段320巷口	25.1385241	121.4899098	0	0	1	2	8	6	5	3	2	1	5	4	5	13	2	1	5	4	5	2	13	1	9	1	5	1	10	1		2	2	11	
113	1	1	15	35	臺北市	松山區	松山區民權東路5段與民權東路5段口3號旁無名巷	25.06315997	121.5648284	0	0	1	2	8	5	5	3	1	1	5	4	5	13	2	1	1	4	5	2	16	1	5	1	7	1	8	1		2	3	1	
113	1	1	15	41	臺北市	萬華區	萬華區萬大路187巷1弄與西藏路129巷口	25.02852214	121.5020306	0	0	1	2	8	5	5	3	1	1	5	4	5	13	4	4	10	5	5	2	14	4	2	1	7	1	8	1		1	3	3	
113	1	1	16	38	臺北市	信義區	信義區虎林街與虎林街56巷口	25.0465098	121.5769866	0	0	3	3	8	6	5	4	1	1	5	4	5	13	4	4	5	5	5	2	15	1	9	1	5	2	10	1		1	2	11	14
113	1	1	16	45	臺北市	中正區	中正區八德路1段與金山南路1段口	25.0435929	121.529871	0	0	2	3	8	7	5	4	2	1	5	4	5	13	1	1	10	5	5	2	13	1	9	1	5	2	10	1		1	2	11	
113	1	1	17	7	臺北市	中山區	中山區復興北路與八德路2段口	25.0476296	121.5438492	0	0	2	3	7	5	5	4	1	1	5	4	5	13	2	1	1	4	5	2	17	4	15	6	6	2	10	1		1	2	11	
113	1	1	17	28	臺北市	大同區	大同區民生西路與承德路2段口口	25.0574563	121.5183534	0	0	1	2	8	6	5	4	1	1	5	4	5	13	2	1	5	5	5	2	16	1	6	1	7	1	2	1		1	3	2	
113	1	1	17	41	臺北市	文山區	文山區木新路1段與無名巷口	24.98878373	121.5707375	0	0	1	2	7	5	5	3	1	1	5	4	5	13	2	1	5	3	5	2	16	1	5	1	7	1	8	1		1	3	1	
113	1	1	17	45	臺北市	士林區	士林區中山北路5段與中山北路5段704巷口	25.0979187	121.5273974	0	0	1	2	8	5	5	5	1	1	5	4	5	13	1	1	1	5	5	1	17	4	11	1	3	9	8	2		1	4	17	
113	1	1	18	35	臺北市	北投區	北投區大度路2號	25.1213091	121.4993531	0	0	2	3	8	5	5	14	9	1	5	4	5	13	1	1	9	4	4	1	13	1	8	1	5	1	10	1		1	3	13	
113	1	1	20	55	臺北市	萬華區	萬華區桂林路242巷與環河南路1段348巷口口	25.03864097	121.4961612	0	0	1	2	7	5	5	5	2	1	5	4	5	13	1	1	8	3	5	1	16	4	5	1	3	1	4	1		1	3	2	
113	1	1	21	4	臺北市	文山區	文山區萬和街與萬安街16巷口	25.0004179	121.568748	0	0	1	2	8	5	5	3	1	1	5	4	5	13	3	1	5	5	5	2	16	1	5	1	7	1	8	1		1	3	4	
113	1	1	21	8	臺北市	萬華區	萬華區康定路與武昌街2段口	25.04550868	121.5031022	0	0	1	2	7	5	5	4	2	1	5	4	5	13	1	1	9	4	5	2	16	1	5	1	5	1	10	1		1	2	12	
113	1	1	21	49	臺北市	中山區	中山區復興北路514巷與復興北路488巷1弄口	25.0659748	121.5437173	0	0	2	2	7	5	5	4	1	1	5	4	5	13	4	4	9	4	5	2	15	1	9	1	5	1	10	1		2	2	14	
113	1	2	1	37	臺北市	中正區	中正區羅斯福路4段與基隆路4段口	25.0113654	121.5368753	0	0	1	2	8	5	5	4	3	1	5	4	5	13	1	1	1	4	5	2	17	1	9	1	6	11	10	2		1	3	12	
113	1	2	7	0	臺北市	內湖區	內湖區成功路2段115巷49弄與安康路25巷口	25.0645018	121.5933252	0	0	1	2	8	6	5	4	1	1	5	4	5	13	2	1	5	5	5	2	17	1	5	1	7	1	8	1		1	3	1	
113	1	2	7	28	臺北市	萬華區	萬華區堤外便道往北3014319燈桿	25.04210862	121.4996253	0	0	1	4	8	5	5	14	11	1	5	4	5	13	4	4	3	4	5	2	17	4	21	7	3	11	10	2		4	4	15	
113	1	2	7	50	臺北市	北投區	北投區新民路2巷與新民路口	25.1399505	121.5080164	0	0	2	2	8	7	5	3	2	1	5	4	5	13	4	4	9	5	5	2	12	1	5	1	6	1	10	1		1	2	13	
113	1	2	7	57	臺北市	中山區	中山區中山北路4段往北(機車專用道)	25.075911	121.5271718	0	0	2	2	8	7	5	14	11	1	5	4	5	13	4	4	1	4	3	2	13	4	9	1	3	1	10	1		1	2	11	
113	1	2	8	10	臺北市	士林區	士林區中正路與中山北路5段口	25.09538269	121.5269318	0	0	2	2	8	6	5	4	2	1	5	4	5	13	2	1	1	4	5	1	12	1	9	1	5	1	10	1		2	2	12	
113	1	2	8	11	臺北市	中正區	中正區羅斯福路1段8號與無名巷口(南門市場前)	25.03218513	121.5185914	0	0	1	2	8	6	5	14	8	1	5	4	5	13	4	4	3	4	4	2	17	1	6	1	7	1	8	1		1	3	2	
113	1	2	8	18	臺北市	南港區	南港區重陽路221號	25.057438	121.6015243	0	0	1	2	8	6	5	14	7	1	5	4	5	13	4	4	9	4	4	2	16	1	11	1	7	2	8	1		1	3	8	
113	1	2	8	20	臺北市	中正區	中正區連雲街與連雲街47巷口	25.0352246	121.5308274	0	0	1	2	8	7	5	4	1	1	5	4	5	13	4	4	10	5	5	2	15	1	9	1	5	1	10	1		2	2	11	
113	1	2	8	25	臺北市	中山區	中山區南京東路3段80號	25.05188506	121.5392202	0	0	2	2	8	7	5	14	8	1	5	4	5	13	4	4	1	4	4	2	16	1	8	1	5	1	9	1		1	2	11	
113	1	2	8	25	臺北市	士林區	士林區文林路與雙溪街口	25.09969017	121.5233782	0	0	1	2	8	7	5	4	1	1	5	4	5	13	2	1	9	4	5	1	17	1	9	1	7	2	8	1		1	3	1	
113	1	2	8	26	臺北市	信義區	信義區松高路與逸仙路口	25.0391918	121.5617617	0	0	2	2	8	5	5	3	2	1	5	4	5	13	1	1	9	5	5	2	17	1	5	1	5	1	11	1		2	2	14	
113	1	2	8	28	臺北市	北投區	北投區承德路6段081號燈桿	25.10495446	121.511907	0	0	2	3	8	7	5	14	12	1	5	4	5	13	4	4	1	4	5	2	12	1	9	1	5	1	10	1		1	2	12	
113	1	2	8	30	臺北市	中山區	中山區北安路與中山北路4段口	25.0765873	121.5275163	0	0	1	3	8	7	5	3	2	1	5	4	5	13	1	1	1	4	4	2	13	1	9	1	3	11	10	2		1	3	11	
113	1	2	8	30	臺北市	內湖區	內湖區民權東路6段47巷與民權東路6段口	25.06910271	121.5869484	0	0	1	2	8	5	5	3	1	1	5	4	5	13	4	4	1	4	4	2	16	1	6	1	6	1	10	1		2	3	11	
113	1	2	8	32	臺北市	信義區	信義區松山路627-1號	25.0363725	121.5787571	0	0	1	2	8	7	5	14	9	1	5	4	5	13	1	1	9	4	5	2	8	1	9	1	7	1	2	1		1	3	2	
113	1	2	8	40	臺北市	信義區	信義區基隆路1段88號	25.0460983	121.5672554	0	0	1	2	8	7	5	14	9	1	5	4	5	13	4	4	1	4	5	2	12	1	10	1	5	2	10	1		1	2	14	
113	1	2	8	47	臺北市	信義區	信義區忠孝東路5段703巷與忠孝東路5段口	25.04239428	121.5802089	0	0	1	2	8	5	5	3	1	1	5	4	5	13	4	4	1	4	5	2	13	1	9	1	6	1	10	1		2	2	11	
113	1	2	8	50	臺北市	中山區	中山區松江路與松江路25巷口	25.047331	121.5330558	0	0	1	2	8	5	5	4	2	1	5	4	5	13	2	1	3	4	5	2	12	4	8	1	3	2	4	1		1	3	6	
113	1	2	9	30	臺北市	內湖區	內湖區成功路2段238巷與成功路2段口	25.06549252	121.5903086	0	0	1	2	8	6	5	5	2	1	5	4	5	13	1	1	9	4	5	2	13	1	9	1	6	1	10	1		1	2	11	
113	1	2	9	36	臺北市	中山區	中山區北安路與大直橋口	25.0793926	121.5445544	0	0	1	2	8	7	5	8	11	1	5	4	5	13	1	1	1	4	5	2	13	1	9	1	5	1	10	1		1	2	11	
113	1	2	10	22	臺北市	內湖區	內湖區環山路2段53巷與環山路2段53巷1弄口	25.0848863	121.5735601	0	0	2	4	8	7	8	4	1	1	5	4	5	13	4	4	10	5	5	2	16	1	6	1	5	1	10	1		1	2	11	
113	1	2	10	45	臺北市	文山區	文山區忠順街2段87巷25弄與忠順街2段87巷25弄口無名巷口	24.98636314	121.5647817	0	0	3	3	8	7	5	3	1	1	5	4	5	13	4	4	9	4	5	2	15	1	1	1	7	2	8	1		2	2	8	
113	1	2	10	56	臺北市	中山區	中山區中山北路4段往北圓山飯店上坡道處	25.07474617	121.5261536	0	0	1	2	8	6	6	11	6	1	5	4	5	13	4	4	10	5	5	2	16	1	11	1	5	1	10	1		2	2	12	
113	1	2	11	0	臺北市	松山區	松山區八德路4段145號	25.04868112	121.5624718	0	0	1	2	8	7	5	14	9	1	5	4	5	13	4	4	9	4	5	2	12	4	9	1	7	1	4	1		1	3	2	
113	1	2	11	33	臺北市	文山區	文山區興隆路2段與興隆路2段153巷口	25.0002844	121.5484837	0	0	1	2	8	6	5	3	1	1	5	4	5	13	1	1	1	4	5	2	12	1	7	1	6	1	10	1		1	2	14	
113	1	2	11	35	臺北市	北投區	北投區中央南路1段139號	25.12991398	121.5010936	0	0	2	2	8	7	5	14	9	1	5	4	5	13	4	4	9	5	5	2	16	1	5	1	6	1	10	1		2	2	11	
113	1	2	11	40	臺北市	中正區	中正區貴陽街1段與桃源街口	25.03896624	121.5101939	0	0	1	3	8	6	5	4	1	1	5	4	5	13	1	1	10	4	5	2	16	4	11	1	7	2	4	1		1	3	17	
113	1	2	11	52	臺北市	大安區	大安區和平東路2段107巷23弄與和平東路2段175巷口	25.0261378	121.5417168	0	0	2	2	8	6	5	4	1	1	5	4	5	13	4	4	9	5	5	2	15	4	9	1	6	9	10	1		1	2	14	
113	1	2	11	54	臺北市	大安區	大安區新生南路2段與新生南路2段70巷口	25.0277336	121.5344902	0	0	1	2	8	6	5	3	1	1	5	4	5	13	4	4	10	5	5	2	17	1	15	1	7	1	8	1		1	3	2	
113	1	2	12	23	臺北市	文山區	文山區木柵路1段與辛亥路7段口口	24.9877559	121.552383	0	0	1	2	8	6	5	4	1	1	5	4	5	13	2	1	5	4	5	2	17	2	9	1	7	1	8	1		2	3	1	
113	1	2	12	30	臺北市	北投區	北投區聖景路92號	25.1221032	121.4627668	0	0	2	3	8	7	5	14	9	1	5	4	5	13	4	4	10	5	5	2	17	1	5	3	5	1	18	1		1	3	11	
113	1	2	12	30	臺北市	大同區	大同區重慶北路3段257巷與重慶北路3段257巷口23號旁通道	25.0715984	121.5148424	0	0	3	3	8	6	5	5	1	1	5	4	5	13	4	4	10	5	5	2	15	1	1	1	6	2	10	1		1	2	12	
113	1	2	12	33	臺北市	中山區	中山區農安街4號	25.06494725	121.5229118	0	0	1	3	8	6	5	3	2	1	5	4	5	13	4	4	9	5	5	2	17	1	14	1	7	1	8	1		1	3	4	14
113	1	2	12	35	臺北市	大安區	大安區信義路4段與大安路1段口口	25.0334038	121.5461118	0	0	2	3	8	6	5	4	1	1	5	4	5	13	2	1	1	4	5	2	17	1	6	1	7	1	8	1		1	3	5	
113	1	2	12	40	臺北市	內湖區	內湖區新明路282號	25.05616151	121.582759	0	0	1	2	8	6	5	14	9	1	5	4	5	13	4	4	9	4	5	2	16	1	10	1	6	2	10	1		1	2	14	
113	1	2	12	48	臺北市	北投區	北投區明德路150巷與明德路150巷32弄口	25.1097678	121.5220057	0	0	1	2	8	6	5	14	9	1	5	4	5	13	4	4	9	4	5	2	13	1	8	1	5	1	10	1		1	3	13	
113	1	2	12	52	臺北市	萬華區	萬華區東園街35巷與東園街35巷口西園公園旁路邊停車格	25.02684695	121.4980851	0	0	2	5	8	5	8	22	22	1	5	4	5	13	4	4	10	5	5	2	17	4	1	1	3	1	8	1		1	3	17	
113	1	2	12	57	臺北市	士林區	士林區格致路與愛富一街口	25.1377723	121.5465519	0	0	2	3	8	7	5	3	1	1	5	4	5	13	4	4	5	5	5	1	17	1	6	1	5	1	10	1		1	3	11	
113	1	2	13	46	臺北市	內湖區	內湖區瑞光路與瑞光路112巷口	25.0723256	121.5806071	0	0	1	2	8	7	5	3	1	1	5	4	5	13	1	1	5	4	5	2	13	1	9	1	7	1	4	1		1	3	5	
113	1	2	14	5	臺北市	大安區	大安區和平東路3段與基隆路2段口	25.024016	121.5522544	0	0	1	2	8	6	5	5	1	1	5	4	5	13	1	1	1	5	5	2	16	1	6	1	7	1	8	1		2	3	2	
113	1	2	14	42	臺北市	文山區	文山區羅斯福路6段138號	24.99659525	121.5409706	0	0	2	4	8	6	5	14	9	1	5	4	5	13	4	4	1	4	5	2	17	1	15	1	7	2	8	1		1	3	4	
113	1	2	14	43	臺北市	內湖區	內湖區陽光街321巷56號停車場出入口	25.07140817	121.5777574	0	0	1	3	8	6	5	11	9	1	5	4	5	10	4	4	9	4	5	2	16	1	1	1	7	2	8	1		1	3	1	
113	1	2	14	46	臺北市	中山區	中山區中山北路2段與民族東路口	25.0687941	121.5228334	0	0	2	3	8	5	5	4	1	1	5	4	5	13	4	4	3	4	5	2	13	4	9	1	3	1	2	1		1	3	8	
113	1	2	14	57	臺北市	內湖區	內湖區民權東路6段135巷與民權東路6段123巷21弄口	25.07032488	121.5918294	0	0	1	2	8	5	5	4	1	1	5	4	5	13	4	4	10	5	5	2	15	1	9	1	7	1	8	1		1	3	2	
113	1	2	15	6	臺北市	文山區	文山區羅斯福路5段218巷與羅斯福路5段218巷6弄口	25.0021363	121.5381063	0	0	1	2	8	6	5	4	1	1	5	4	5	13	4	4	5	5	5	2	14	1	2	1	7	2	3	1		1	3	3	
113	1	2	15	12	臺北市	文山區	文山區新光路2段32號對面	24.9982475	121.5791005	0	0	2	3	8	7	5	14	9	1	5	4	5	13	4	4	1	4	5	2	17	1	9	1	5	2	10	1		1	2	11	
113	1	2	15	22	臺北市	內湖區	內湖區新明路270號	25.05647008	121.5832652	0	0	2	2	8	7	5	14	8	1	5	4	5	13	4	4	4	3	4	1	13	1	9	1	6	1	10	1		1	2	13	
113	1	2	15	35	臺北市	士林區	士林區建業路36巷13號	25.13615165	121.5496609	0	0	1	2	8	7	8	11	9	1	5	4	5	13	4	4	5	5	5	2	11	1	9	1	5	1	10	1		1	3	11	
113	1	2	15	44	臺北市	萬華區	萬華區桂林路與西寧南路口	25.0375772	121.5064924	0	0	2	3	7	6	5	3	1	1	5	4	5	13	1	1	1	4	5	2	12	1	9	1	6	1	10	1		1	2	14	
113	1	2	15	46	臺北市	北投區	北投區崇仁路1段與清江路245巷口	25.1259984	121.5016157	0	0	2	2	7	6	5	4	1	1	5	4	5	13	4	4	9	5	5	1	17	1	5	1	5	1	10	1		1	2	14	
113	1	2	16	8	臺北市	中正區	中正區和平西路2段68號	25.0292882	121.5115288	0	0	2	2	8	6	5	14	9	1	5	4	5	13	4	4	1	4	5	2	17	1	9	1	5	2	10	1		2	2	11	
113	1	2	16	20	臺北市	中正區	中正區市民大道2段與市民大道2段口迴轉道	25.0477348	121.5237227	0	0	1	3	8	7	5	3	2	1	5	4	5	13	4	4	1	4	5	2	17	1	8	1	7	2	8	1		1	3	2	
113	1	2	16	20	臺北市	內湖區	內湖區舊宗路1段128號	25.06110396	121.5784949	0	0	1	3	8	6	5	14	9	1	5	4	5	13	4	4	9	4	5	2	17	1	9	1	6	2	9	1		1	2	14	
113	1	2	16	25	臺北市	士林區	士林區福林路與自祥街口	25.0969693	121.5329417	0	0	1	2	8	6	5	3	1	1	5	4	5	13	2	1	5	4	5	2	17	1	5	1	7	1	8	1		2	3	4	
113	1	2	16	29	臺北市	松山區	松山區塔悠路與南京東路5段口	25.05145007	121.5703343	0	0	1	2	8	5	5	4	2	1	5	4	5	13	2	1	1	4	5	2	16	1	11	1	7	1	8	1		1	3	4	
113	1	2	16	30	臺北市	信義區	信義區松山路與林口街口	25.0355692	121.5789811	0	0	1	2	7	7	5	5	1	1	5	4	5	13	4	4	9	4	5	2	17	1	9	1	6	2	10	1		1	2	14	
113	1	2	16	58	臺北市	大安區	大安區辛亥路3段與基隆路3段口	25.0195296	121.5469452	0	0	1	2	8	5	5	4	4	1	5	4	5	13	2	1	1	3	5	2	13	1	9	1	7	1	8	1		2	3	8	
113	1	2	17	6	臺北市	中山區	中山區南京東路2段與吉林路口	25.0520268	121.5300928	0	0	1	2	8	5	5	4	2	1	5	4	5	13	2	1	5	4	5	2	17	4	5	1	3	1	10	1		2	2	14	
113	1	2	17	21	臺北市	文山區	文山區木柵路1段與木柵路1段378巷口	24.988649	121.5574017	0	0	2	3	8	5	5	5	2	1	5	4	5	13	1	1	5	4	5	2	17	1	8	6	5	1	10	1		1	2	12	
113	1	2	17	24	臺北市	大同區	大同區鄭州路與西寧北路口	25.0505848	121.508197	0	0	1	2	8	5	6	4	1	1	5	4	5	13	2	1	1	4	5	2	13	4	9	1	3	1	8	1		2	3	1	
113	1	2	17	46	臺北市	北投區	北投區洲美快速道路239號燈桿	25.12150511	121.4946249	0	0	2	3	8	5	5	14	9	1	5	4	5	13	4	4	1	4	5	2	13	1	9	1	7	1	8	1		1	3	1	
113	1	2	17	50	臺北市	南港區	南港區忠孝東路6段與向陽路口	25.0506449	121.5959286	0	0	1	3	8	5	5	5	1	1	5	4	5	13	2	1	1	4	5	2	17	4	9	1	3	2	2	1		1	3	2	
113	1	2	18	0	臺北市	中正區	中正區重慶南路3段與和平西路1段口	25.0272013	121.5164599	0	0	2	3	8	5	5	5	2	1	5	4	5	13	1	1	1	4	5	2	12	4	8	1	7	9	8	2		1	3	5	
113	1	2	18	13	臺北市	萬華區	萬華區環河南路2段152號	25.0358077	121.4945513	0	0	1	3	8	5	5	14	9	1	5	4	5	13	4	4	9	5	5	2	17	1	15	1	5	1	10	1		2	2	11	
113	1	2	18	17	臺北市	萬華區	萬華區忠孝西路2段與忠孝西路16巷口	25.0482424	121.5085495	0	0	1	2	7	5	5	3	1	1	5	4	5	13	4	4	10	3	5	2	16	4	6	1	3	1	8	1		1	3	2	
113	1	2	18	20	臺北市	大安區	大安區忠孝東路4段與復興南路1段口	25.0417126	121.5441229	0	0	1	2	8	5	5	4	2	1	5	4	5	13	1	1	1	4	5	2	9	1	12	1	7	1	2	1		1	3	17	
113	1	2	18	35	臺北市	松山區	松山區南京東路5段與三民路口	25.0514755	121.564242	0	0	1	3	8	5	5	14	9	1	5	4	5	13	1	1	1	2	5	2	12	1	1	1	5	2	10	1		2	2	11	
113	1	2	18	46	臺北市	內湖區	內湖區陽光街321巷與陽光街口	25.07345909	121.5785016	0	0	1	2	8	5	5	3	2	1	5	4	5	13	4	4	5	4	5	1	13	1	9	1	7	1	8	1		2	3	5	
113	1	2	18	46	臺北市	萬華區	萬華區成都路81號	25.0430059	121.505159	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	8	3	5	1	16	4	6	1	3	2	8	1		1	3	2	
113	1	2	19	0	臺北市	大同區	大同區南京西路與太原路口	25.0535851	121.5161045	0	0	1	2	8	5	5	4	1	1	5	4	5	13	2	1	8	3	4	2	3	1	5	1	7	1	8	1		1	3	8	
113	1	2	19	7	臺北市	信義區	信義區基隆路2段與嘉興街127巷口	25.0291157	121.5573315	0	0	1	2	7	5	5	3	2	1	5	4	5	13	1	1	1	4	5	1	17	4	6	1	3	11	6	2		2	4	17	
113	1	2	19	30	臺北市	士林區	士林區中正路360號	25.09428005	121.5213137	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	1	4	5	2	17	4	7	1	3	1	8	1		1	3	17	
113	1	2	19	44	臺北市	大同區	大同區南京西路與南京西路302巷口	25.0538164	121.5140971	0	0	1	2	7	5	5	4	18	1	5	4	5	13	4	4	9	4	5	2	3	4	9	1	7	2	4	1		1	3	5	
113	1	2	20	20	臺北市	中山區	中山區吉林路299巷與民權東路2段71巷口	25.06309477	121.5316861	0	0	1	2	8	5	5	4	1	1	5	4	5	13	4	4	10	5	5	2	15	1	9	1	6	1	10	1		2	2	11	
113	1	2	21	7	臺北市	北投區	北投區石牌路2段與立農街2段口	25.1188497	121.5189423	0	0	1	2	7	5	5	3	1	1	5	4	5	13	1	1	5	4	5	2	12	1	7	8	4	2	20	1		2	2	14	
113	1	2	21	10	臺北市	內湖區	內湖區新明路與新明路143巷口	25.05937631	121.589346	0	0	2	2	8	5	5	3	1	1	5	4	5	13	4	4	5	4	4	2	17	1	5	1	6	1	10	1		1	2	13	
113	1	2	23	58	臺北市	中正區	中正區中華路2段與南海路口	25.0267895	121.5071395	0	0	1	2	7	5	5	4	1	1	5	4	5	13	2	1	5	4	5	2	16	1	5	1	7	2	8	1		1	3	8	
113	1	3	6	27	臺北市	大同區	大同區延平北路3段與民族西路口	25.0686873	121.5109737	0	0	1	2	6	5	5	5	1	1	4	4	5	13	2	1	5	4	5	2	9	1	6	3	6	1	18	1		1	3	12	
113	1	3	6	52	臺北市	大安區	大安區光復南路與光復南路456巷口	25.03554395	121.5574712	0	0	2	2	6	6	5	4	1	1	4	4	5	13	2	1	1	4	5	2	9	1	9	1	5	2	10	1		1	2	15	
113	1	3	7	0	臺北市	內湖區	內湖區五分街113-1號對面(東湖路160巷上)	25.06731498	121.617273	0	0	1	2	6	6	5	14	9	1	4	4	5	13	4	4	5	5	5	2	17	1	11	1	7	2	8	1		1	3	4	
